T,wm,N,t,U,J,Jphm,w0,g,lbd,k_sz,diis_mem,timestamp
10,8,1,0.5,1.5,0.5,0.1,0.1,0.1,0.1,24,5,20250503043413540639105012
10,8,1,0.5,1.5,0.5,0.1,0.1,0.02,0.2,24,5,20250503043404414969105011
10,8,1,0.5,1.5,0.4,0.1,0.1,0.1,0.1,24,5,20250503042907054664105014
10,8,1,0.5,1.5,0.5,0.1,0.1,0.1,0.2,24,5,20250503043857484900105017
10,8,1,0.5,1.5,0.6,0.1,0.1,0.02,0.2,24,5,20250503044216940146105015
10,8,1,0.5,1.5,0.6,0.1,0.1,0.02,0.1,24,5,20250503044133132109105016
10,8,1,0.5,1.5,0.6,0.1,0.1,0.1,0.1,24,5,20250503044310021047105013
10,8,1,0.5,2.5,0.4,0.1,0.1,0.02,0.1,24,5,20250503044647941453105012
10,8,1,0.5,1.5,0.6,0.1,0.1,0.1,0.2,24,5,20250503044507136283105010
10,8,1,0.5,2.5,0.4,0.1,0.1,0.02,0.2,24,5,20250503044711697185105011
10,8,1,0.5,2.5,0.4,0.1,0.1,0.1,0.1,24,5,20250503045150602051105014
10,8,1,0.5,2.5,0.4,0.1,0.1,0.1,0.2,24,5,20250503045337338790105017
10,8,1,0.5,2.5,0.5,0.1,0.1,0.02,0.1,24,5,20250503045530901506105015
10,8,1,0.5,2.5,0.5,0.1,0.1,0.02,0.2,24,5,20250503045550319815105016
10,8,1,0.5,2.5,0.5,0.1,0.1,0.1,0.1,24,5,20250503045858766190105013
10,8,1,0.5,2.5,0.6,0.1,0.1,0.02,0.1,24,5,20250503050325106189105010
10,8,1,0.5,2.5,0.6,0.1,0.1,0.02,0.2,24,5,20250503050805771129105011
10,8,1,0.5,2.5,0.5,0.1,0.1,0.1,0.2,24,5,20250503050146448574105012
10,8,1,0.5,2.5,0.6,0.1,0.1,0.1,0.1,24,5,20250503051259145654105014
10,8,1,0.5,2.5,0.6,0.1,0.1,0.1,0.2,24,5,20250503051625864909105017
10,8,1,0.5,3.0,0.4,0.1,0.1,0.02,0.2,24,5,20250503052052329922105016
10,8,1,0.5,3.0,0.4,0.1,0.1,0.02,0.1,24,5,20250503051801378253105015
10,8,1,0.5,3.0,0.4,0.1,0.1,0.1,0.2,24,5,20250503052200019002105010
10,8,1,0.5,3.0,0.4,0.1,0.1,0.1,0.1,24,5,20250503052138205664105013
10,8,1,0.5,3.0,0.5,0.1,0.1,0.02,0.1,24,5,20250503052727390661105011
10,8,1,0.5,3.0,0.5,0.1,0.1,0.02,0.2,24,5,20250503052959246947105012
10,8,1,0.5,3.0,0.5,0.1,0.1,0.1,0.1,24,5,20250503053206427295105014
10,8,1,0.5,3.0,0.6,0.1,0.1,0.02,0.1,24,5,20250503053930842609105016
10,8,1,0.5,3.0,0.6,0.1,0.1,0.1,0.1,24,5,20250503054310591606105010
10,8,1,0.5,3.0,0.6,0.1,0.1,0.02,0.2,24,5,20250503054032141717105015
10,8,1,0.5,3.0,0.5,0.1,0.1,0.1,0.2,24,5,20250503053607093953105017
10,8,1,0.5,3.0,0.6,0.1,0.1,0.1,0.2,24,5,20250503054431875506105013
10,8,1,0.6,1.0,0.5,0.1,0.1,0.01,0.2,24,5,20250503111557828985133553
10,8,1,0.6,1.0,0.3,0.1,0.1,0.01,0.4,24,5,20250503111557928543133549
10,8,1,0.6,1.0,0.3,0.1,0.1,0.01,0.2,24,5,20250503111557828850133548
10,8,1,0.6,1.0,0.2,0.1,0.1,0.01,0.4,24,5,20250503111558121004133555
10,8,1,0.6,1.0,0.5,0.1,0.1,0.01,0.4,24,5,20250503111557827713133551
10,8,1,0.6,1.0,0.2,0.1,0.1,0.01,0.2,24,5,20250503111557841402133550
10,8,1,0.6,2.0,0.2,0.1,0.1,0.01,0.4,24,5,20250503111558059720133552
10,8,1,0.6,2.0,0.2,0.1,0.1,0.01,0.2,24,5,20250503111557826243133554
10,8,1,0.6,2.0,0.3,0.1,0.1,0.01,0.2,24,5,20250503112721555132133553
10,8,1,0.6,2.0,0.5,0.1,0.1,0.01,0.2,24,5,20250503112805889118133548
10,8,1,0.6,2.0,0.3,0.1,0.1,0.01,0.4,24,5,20250503112737129867133549
10,8,1,0.6,2.0,0.5,0.1,0.1,0.01,0.4,24,5,20250503112825983313133555
10,8,1,0.6,3.0,0.2,0.1,0.1,0.01,0.4,24,5,20250503113013177276133550
10,8,1,0.6,3.0,0.2,0.1,0.1,0.01,0.2,24,5,20250503112849669573133551
10,8,1,0.6,3.0,0.3,0.1,0.1,0.01,0.4,24,5,20250503113348226104133554
10,8,1,0.6,3.0,0.3,0.1,0.1,0.01,0.2,24,5,20250503113335021959133552
10,8,1,1.0,1.0,0.2,0.1,0.1,0.01,0.4,24,5,20250503114842163155133555
10,8,1,0.6,3.0,0.5,0.1,0.1,0.01,0.4,24,5,20250503114425970216133548
10,8,1,0.6,3.0,0.5,0.1,0.1,0.01,0.2,24,5,20250503114328943013133553
10,8,1,1.0,1.0,0.3,0.1,0.1,0.01,0.2,24,5,20250503115143210886133550
10,8,1,1.0,1.0,0.5,0.1,0.1,0.01,0.2,24,5,20250503115535567206133554
10,8,1,1.0,1.0,0.3,0.1,0.1,0.01,0.4,24,5,20250503115410377876133551
10,8,1,1.0,1.0,0.5,0.1,0.1,0.01,0.4,24,5,20250503115753502809133552
10,8,1,1.0,2.0,0.2,0.1,0.1,0.01,0.4,24,5,20250503120424156063133548
10,8,1,1.0,2.0,0.3,0.1,0.1,0.01,0.2,24,5,20250503120428258895133553
10,8,1,1.0,2.0,0.2,0.1,0.1,0.01,0.2,24,5,20250503120332291781133555
10,8,1,1.0,2.0,0.5,0.1,0.1,0.01,0.4,24,5,20250503120808252146133551
10,8,1,1.0,2.0,0.3,0.1,0.1,0.01,0.4,24,5,20250503120700422301133550
10,8,1,1.0,2.0,0.5,0.1,0.1,0.01,0.2,24,5,20250503120737394110133554
10,8,1,1.0,3.0,0.2,0.1,0.1,0.01,0.2,24,5,20250503121319745046133552
10,8,1,1.0,1.0,0.2,0.1,0.1,0.01,0.2,24,5,20250503114631930023133549
10,8,1,1.0,3.0,0.3,0.1,0.1,0.01,0.4,24,5,20250503122138918991133555
10,8,1,1.0,3.0,0.2,0.1,0.1,0.01,0.4,24,5,20250503121958139523133548
10,8,1,1.0,3.0,0.3,0.1,0.1,0.01,0.2,24,5,20250503122020553840133553
10,8,1,1.0,3.0,0.5,0.1,0.1,0.01,0.4,24,5,20250503122854198809133550
10,8,1,1.0,3.0,0.5,0.1,0.1,0.01,0.2,24,5,20250503122625334651133551
10,8,2,0.1,3.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051419472173126434638
10,8,2,0.1,3.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051419472173394134636
10,8,2,0.1,3.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051419472158867134634
10,8,2,0.1,3.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051419472159122734631
10,8,2,0.1,3.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051419472159122734633
10,8,2,0.1,3.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051419472158843834635
10,8,2,0.1,3.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051419472171212934637
10,8,2,0.1,3.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051419472158843734632
10,8,2,0.1,3.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051420113637889834638
10,8,2,0.1,3.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051420124058271034636
10,8,2,0.1,3.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051420125154122834634
10,8,2,0.1,3.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051420131284000434631
10,8,2,0.1,3.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051420133649570634633
10,8,2,0.1,3.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051420172331150634635
10,8,2,0.1,3.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051420172945455434637
10,8,2,0.1,3.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051420181993925234632
10,8,2,0.1,3.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051420363736490734638
10,8,2,0.1,3.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051420394127408534636
10,8,2,0.1,4.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051420395908949734634
10,8,2,0.1,4.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051420421989338234631
10,8,2,0.1,4.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051420433074381934633
10,8,2,0.1,4.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051420442676692334635
10,8,2,0.1,4.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051420454919960534637
10,8,2,0.1,4.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051420464824450834632
10,8,2,0.1,4.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051421004103950534638
10,8,2,0.1,4.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051421053760258434636
10,8,2,0.1,4.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051421101107162634634
10,8,2,0.1,4.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051421151304551234633
10,8,2,0.1,4.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051421144355727334631
10,8,2,0.1,4.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051421210223140934632
10,8,2,0.1,4.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051421195403653534637
10,8,2,0.1,4.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051421162738602234635
10,8,2,0.1,4.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051421271199469934638
10,8,2,0.1,4.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051421391545378134634
10,8,2,0.1,4.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051421344204733434636
10,8,2,0.1,4.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051421425295354134633
10,8,2,0.1,5.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051421463638818034632
10,8,2,0.1,5.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051421450852835934631
10,8,2,0.1,5.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051421470485992034637
10,8,2,0.1,5.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051421475267575734635
10,8,2,0.1,5.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051422045862387534636
10,8,2,0.1,5.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051421555160395234638
10,8,2,0.1,5.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051422042032738934634
10,8,2,0.1,5.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051422132867440134633
10,8,2,0.1,5.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051422234531839234632
10,8,2,0.1,5.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051422285077494834635
10,8,2,0.1,5.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051422284495183034637
10,8,2,0.1,5.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051422261584593634631
10,8,2,0.1,5.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051422435957533034638
10,8,2,0.1,5.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051422432249717734636
10,8,2,0.1,5.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051422580211279334632
10,8,2,0.1,5.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051422511663487534634
10,8,2,0.1,5.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051422512060307734633
10,8,2,0.1,5.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051423024882968534635
10,8,2,0.1,6.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051423073990365234637
10,8,2,0.1,6.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051423114376377834631
10,8,2,0.1,6.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051423215037093534636
10,8,2,0.1,6.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051423202827007134638
10,8,2,0.1,6.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051423324056695534632
10,8,2,0.1,6.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051423352559635534633
10,8,2,0.1,6.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051423432590885834635
10,8,2,0.1,6.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051423330135450134634
10,8,2,0.1,6.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051500014984329134637
10,8,2,0.1,6.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051500032675603834631
10,8,2,0.1,6.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051500150973351434638
10,8,2,0.1,6.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051500115806204234636
10,8,2,0.1,6.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051500272662757034632
10,8,2,0.1,6.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051500281537082234635
10,8,2,0.2,3.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051509155791627863541
10,8,2,0.2,3.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051509155817917563547
10,8,2,0.2,3.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051509155910302263542
10,8,2,0.2,3.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051509155848577663544
10,8,2,0.1,6.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051509155793147463546
10,8,2,0.1,6.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051509155701190463545
10,8,2,0.1,6.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051509155754989663548
10,8,2,0.1,6.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051509155778190363543
10,8,2,0.2,3.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051509433471007663542
10,8,2,0.2,3.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051509461777281763544
10,8,2,0.2,3.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051509432119568163547
10,8,2,0.2,3.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051509591965875763545
10,8,2,0.2,3.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051509591159026563546
10,8,2,0.2,3.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051510045047407863548
10,8,2,0.2,3.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051510083886745263542
10,8,2,0.2,3.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051510074223866963543
10,8,2,0.2,3.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051510105823129663544
10,8,2,0.2,3.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051510073804632163541
10,8,2,0.2,3.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051510164341847863547
10,8,2,0.2,3.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051510244170462563546
10,8,2,0.2,3.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051510233855297063545
10,8,2,0.2,4.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051510302601436763548
10,8,2,0.2,4.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051510360832796463543
10,8,2,0.2,4.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051510320801801863542
10,8,2,0.2,4.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051510364789559463544
10,8,2,0.2,4.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051510473922170363546
10,8,2,0.2,4.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051510485172442663545
10,8,2,0.2,4.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051510422382747863547
10,8,2,0.2,4.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051510405463424463541
10,8,2,0.2,4.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051511044783344163548
10,8,2,0.2,4.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051511091919988763542
10,8,2,0.2,4.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051511082544190663543
10,8,2,0.2,4.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051511102217768263544
10,8,2,0.2,4.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051511191391090063545
10,8,2,0.2,4.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051511190935142063546
10,8,2,0.2,4.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051511214047231863547
10,8,2,0.2,4.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051511230044700963541
10,8,2,0.2,4.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051511351526049763548
10,8,2,0.2,4.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051511420248376263542
10,8,2,0.2,5.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051511494512945463546
10,8,2,0.2,5.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051511425029079263543
10,8,2,0.2,5.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051511452891074063544
10,8,2,0.2,5.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051511491808231263545
10,8,2,0.2,5.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051511552498190963541
10,8,2,0.2,5.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051511551084758063547
10,8,2,0.2,5.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051512112354409263542
10,8,2,0.2,5.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051512100684602263548
10,8,2,0.2,5.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051512232567515463543
10,8,2,0.2,5.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051512273092011363544
10,8,2,0.2,5.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051512222401915263546
10,8,2,0.2,5.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051512393378705763541
10,8,2,0.2,5.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051512445951842363547
10,8,2,0.2,5.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051512373969967163545
10,8,2,0.2,5.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051512510344831663548
10,8,2,0.2,5.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051512464160872263542
10,8,2,0.2,5.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051513043261188563544
10,8,2,0.2,5.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051513022174489063543
10,8,2,0.2,6.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051513090878722263546
10,8,2,0.2,6.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051513171784834463541
10,8,2,0.2,6.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051513202421717663545
10,8,2,0.2,6.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051513195257778363547
10,8,2,0.2,6.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051513294966832563548
10,8,2,0.2,6.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051513325726603063542
10,8,2,0.2,6.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051513433347236863544
10,8,2,0.2,6.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051513481190235263543
10,8,2,0.2,6.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051514070659361763546
10,8,2,0.2,6.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051514172550282063545
10,8,2,0.2,6.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051514103026366463541
10,8,2,0.2,6.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051514220157307563547
10,8,2,0.2,6.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051514340594758163548
10,8,2,0.2,6.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051514365716417463542
10,8,2,0.2,6.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051514410968057063544
10,8,2,0.3,3.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051515102349787963541
10,8,2,0.2,6.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051514465067345763543
10,8,2,0.3,3.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051515210646232063547
10,8,2,0.3,3.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051515222940528263548
10,8,2,0.2,6.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051515062622371263546
10,8,2,0.3,3.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051515264970467063542
10,8,2,0.3,3.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051515363696956463543
10,8,2,0.3,3.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051515341217790163541
10,8,2,0.3,3.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051515315311645063544
10,8,2,0.2,6.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051515100413280863545
10,8,2,0.3,3.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051515485957775063547
10,8,2,0.3,3.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051515502610867563548
10,8,2,0.3,3.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051515533544956863546
10,8,2,0.3,3.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051515543453632263542
10,8,2,0.3,3.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051515594215170863541
10,8,2,0.3,3.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051515582166279463543
10,8,2,0.3,3.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051516000456074163544
10,8,2,0.3,3.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051516001088681063545
10,8,2,0.3,3.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051516124786662463547
10,8,2,0.3,3.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051516160980483663548
10,8,2,0.3,3.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051516164933076163546
10,8,2,0.3,4.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051516165594636063542
10,8,2,0.3,4.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051516233954742863543
10,8,2,0.3,4.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051516213267751263541
10,8,2,0.3,4.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051516245573067763544
10,8,2,0.3,4.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051516262779133163545
10,8,2,0.3,4.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051516324482517063547
10,8,2,0.3,4.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051516420526388263546
10,8,2,0.3,4.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051516411529093963548
10,8,2,0.3,4.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051516530451732363542
10,8,2,0.3,4.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051517011787767563544
10,8,2,0.3,4.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051516585462335963541
10,8,2,0.3,4.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051516580352324063543
10,8,2,0.3,4.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051517021460647063545
10,8,2,0.3,4.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051517114005469563547
10,8,2,0.3,4.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051517143761869063546
10,8,2,0.3,4.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051517165841619663548
10,8,2,0.3,4.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051517253994101063542
10,8,2,0.3,4.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051517265919528863544
10,8,2,0.3,5.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051517295717016463541
10,8,2,0.3,5.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051517303146835163543
10,8,2,0.3,5.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051517410409940263547
10,8,2,0.3,5.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051517375578716563545
10,8,2,0.3,5.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051517423440826863546
10,8,2,0.3,5.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051517571024387063544
10,8,2,0.3,5.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051517543756739563542
10,8,2,0.3,5.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051517511717215163548
10,8,2,0.3,5.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051518243868478863547
10,8,2,0.3,5.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051518222986756163543
10,8,2,0.3,5.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051518144209989763541
10,8,2,0.3,5.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051518245444587363545
10,8,2,0.3,5.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051518322829380863546
10,8,2,0.3,5.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051518360886283363542
10,8,2,0.3,5.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051518350363360863544
10,8,2,0.3,5.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051518420111941863548
10,8,2,0.3,5.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051519070054233363547
10,8,2,0.3,5.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051519072688640263543
10,8,2,0.3,6.0,0.6,0.1,0.1,0.1,0.07,24,5,2025051519112794100663546
10,8,2,0.3,6.0,0.6,0.1,0.1,0.1,0.02,24,5,2025051519084469601063541
10,8,2,0.3,6.0,0.6,0.1,0.1,0.2,0.02,24,5,2025051519135826418363542
10,8,2,0.3,6.0,0.6,0.1,0.1,0.1,0.05,24,5,2025051519093990528663545
10,8,2,0.3,6.0,0.6,0.1,0.1,0.2,0.05,24,5,2025051519174118925263544
10,8,2,0.3,6.0,0.8,0.1,0.1,0.1,0.02,24,5,2025051519445395343463547
10,8,2,0.3,6.0,0.6,0.1,0.1,0.2,0.07,24,5,2025051519212482602263548
10,8,2,0.3,6.0,0.8,0.1,0.1,0.1,0.07,24,5,2025051520114450945163546
10,8,2,0.3,6.0,0.8,0.1,0.1,0.2,0.02,24,5,2025051520152139442463541
10,8,2,0.3,6.0,0.8,0.1,0.1,0.1,0.05,24,5,2025051520001965550163543
10,8,2,0.3,6.0,0.8,0.1,0.1,0.2,0.05,24,5,2025051520165898160663542
10,8,2,0.3,6.0,0.8,0.1,0.1,0.2,0.07,24,5,2025051520194988449163545
10,8,2,0.3,6.0,1.0,0.1,0.1,0.1,0.02,24,5,2025051520230157880463544
10,8,2,0.3,6.0,1.0,0.1,0.1,0.1,0.05,24,5,2025051520452260896363547
10,8,2,0.3,6.0,1.0,0.1,0.1,0.2,0.02,24,5,2025051521033695754463546
10,8,2,0.3,6.0,1.0,0.1,0.1,0.2,0.05,24,5,2025051521053420868763541
10,8,2,0.3,6.0,1.0,0.1,0.1,0.1,0.07,24,5,2025051521005577777963548
10,8,2,0.3,6.0,1.0,0.1,0.1,0.2,0.07,24,5,2025051521103085966063543
10,8,2,0.3,1.5,0.4,0.1,0.1,0.1,0.2,24,5,2025051521390208176463543
10,8,2,0.3,1.5,0.5,0.1,0.1,0.1,0.2,24,5,20250515213903114733106653
10,8,2,0.3,1.5,0.5,0.1,0.1,0.02,0.1,24,5,20250515213903083767106652
10,8,2,0.3,1.5,0.4,0.1,0.1,0.02,0.2,24,5,2025051521390219182563541
10,8,2,0.3,1.5,0.5,0.1,0.1,0.1,0.1,24,5,20250515213903169291106651
10,8,2,0.3,1.5,0.5,0.1,0.1,0.02,0.2,24,5,20250515213903086431106654
10,8,2,0.3,1.5,0.4,0.1,0.1,0.02,0.1,24,5,2025051521390212610063546
